date,tournament,season,road_team,road_runs,home_team,home_runs,round,tier,neutral
2015-05-02,IIHF World Championship,2015,BLR,4,SVN,2,,1.0,True
2015-05-02,IIHF World Championship,2015,FRA,1,GER,2,,1.0,True
2015-05-02,IIHF World Championship,2015,LAT,2,CZE,4,,1.0,True
2015-05-02,IIHF World Championship,2015,NOR,1,USA,2,,1.0,True
2015-05-02,IIHF World Championship,2015,SUI,3,AUT,4,,1.0,True
2015-05-02,IIHF World Championship,2015,SVK,4,DEN,3,,1.0,True
2015-05-03,IIHF World Championship,2015,AUT,1,SWE,6,,1.0,True
2015-05-03,IIHF World Championship,2015,BLR,1,SVK,2,,1.0,True
2015-05-03,IIHF World Championship,2015,CAN,10,GER,0,,1.0,True
2015-05-03,IIHF World Championship,2015,DEN,0,FIN,3,,1.0,True
2015-05-03,IIHF World Championship,2015,FRA,1,SUI,3,,1.0,True
2015-05-03,IIHF World Championship,2015,RUS,5,SVN,3,,1.0,True
2015-05-04,IIHF World Championship,2015,CAN,6,CZE,3,,1.0,True
2015-05-04,IIHF World Championship,2015,LAT,1,SWE,8,,1.0,True
2015-05-04,IIHF World Championship,2015,NOR,0,FIN,5,,1.0,True
2015-05-04,IIHF World Championship,2015,RUS,2,USA,4,,1.0,True
2015-05-05,IIHF World Championship,2015,AUT,0,FRA,2,,1.0,True
2015-05-05,IIHF World Championship,2015,DEN,1,BLR,5,,1.0,True
2015-05-05,IIHF World Championship,2015,SUI,1,GER,0,,1.0,True
2015-05-05,IIHF World Championship,2015,SVK,3,SVN,1,,1.0,True
2015-05-06,IIHF World Championship,2015,RUS,5,DEN,2,,1.0,True
2015-05-06,IIHF World Championship,2015,SUI,1,LAT,2,,1.0,True
2015-05-06,IIHF World Championship,2015,SVK,2,NOR,3,,1.0,True
2015-05-06,IIHF World Championship,2015,SWE,4,CAN,6,,1.0,True
2015-05-07,IIHF World Championship,2015,CZE,5,FRA,1,,1.0,True
2015-05-07,IIHF World Championship,2015,FIN,4,SVN,0,,1.0,True
2015-05-07,IIHF World Championship,2015,SWE,4,GER,3,,1.0,True
2015-05-07,IIHF World Championship,2015,USA,2,BLR,5,,1.0,True
2015-05-08,IIHF World Championship,2015,CZE,4,AUT,0,,1.0,True
2015-05-08,IIHF World Championship,2015,GER,2,LAT,1,,1.0,True
2015-05-08,IIHF World Championship,2015,SVN,1,NOR,3,,1.0,True
2015-05-08,IIHF World Championship,2015,USA,1,DEN,0,,1.0,True
2015-05-09,IIHF World Championship,2015,AUT,1,LAT,2,,1.0,True
2015-05-09,IIHF World Championship,2015,BLR,0,RUS,7,,1.0,True
2015-05-09,IIHF World Championship,2015,DEN,4,NOR,1,,1.0,True
2015-05-09,IIHF World Championship,2015,FIN,3,SVK,0,,1.0,True
2015-05-09,IIHF World Championship,2015,FRA,3,CAN,4,,1.0,True
2015-05-09,IIHF World Championship,2015,SWE,2,SUI,1,,1.0,True
2015-05-10,IIHF World Championship,2015,GER,2,CZE,4,,1.0,True
2015-05-10,IIHF World Championship,2015,SUI,2,CAN,7,,1.0,True
2015-05-10,IIHF World Championship,2015,SVK,2,RUS,3,,1.0,True
2015-05-10,IIHF World Championship,2015,SVN,1,USA,3,,1.0,True
2015-05-11,IIHF World Championship,2015,FIN,3,BLR,2,,1.0,True
2015-05-11,IIHF World Championship,2015,GER,2,AUT,3,,1.0,True
2015-05-11,IIHF World Championship,2015,SVN,1,DEN,0,,1.0,True
2015-05-11,IIHF World Championship,2015,SWE,4,FRA,2,,1.0,True
2015-05-12,IIHF World Championship,2015,CAN,10,AUT,1,,1.0,True
2015-05-12,IIHF World Championship,2015,CZE,2,SUI,1,,1.0,True
2015-05-12,IIHF World Championship,2015,FIN,3,RUS,2,,1.0,True
2015-05-12,IIHF World Championship,2015,LAT,2,FRA,3,,1.0,True
2015-05-12,IIHF World Championship,2015,NOR,2,BLR,3,,1.0,True
2015-05-12,IIHF World Championship,2015,USA,5,SVK,4,,1.0,True
2015-05-14,IIHF World Championship,2015,CAN,9,BLR,0,,1.0,True
2015-05-14,IIHF World Championship,2015,FIN,3,CZE,5,,1.0,True
2015-05-14,IIHF World Championship,2015,SWE,3,RUS,5,,1.0,True
2015-05-14,IIHF World Championship,2015,USA,3,SUI,1,,1.0,True
2015-05-16,IIHF World Championship,2015,CAN,2,CZE,0,semifinal,1.0,True
2015-05-16,IIHF World Championship,2015,USA,0,RUS,4,semifinal,1.0,True
2015-05-17,IIHF World Championship,2015,CAN,6,RUS,1,final,1.0,True
2015-05-17,IIHF World Championship,2015,USA,3,CZE,0,bronze,1.0,True
2016-05-06,IIHF World Championship,2016,CZE,3,RUS,0,,1.0,True
2016-05-06,IIHF World Championship,2016,FIN,6,BLR,2,,1.0,True
2016-05-06,IIHF World Championship,2016,SWE,2,LAT,1,,1.0,True
2016-05-06,IIHF World Championship,2016,USA,1,CAN,5,,1.0,True
2016-05-07,IIHF World Championship,2016,BLR,3,USA,6,,1.0,True
2016-05-07,IIHF World Championship,2016,FRA,3,GER,2,,1.0,True
2016-05-07,IIHF World Championship,2016,LAT,3,CZE,4,,1.0,True
2016-05-07,IIHF World Championship,2016,NOR,0,DEN,3,,1.0,True
2016-05-07,IIHF World Championship,2016,SUI,2,KAZ,3,,1.0,True
2016-05-07,IIHF World Championship,2016,SVK,4,HUN,1,,1.0,True
2016-05-08,IIHF World Championship,2016,FIN,5,GER,1,,1.0,True
2016-05-08,IIHF World Championship,2016,FRA,1,SVK,5,,1.0,True
2016-05-08,IIHF World Championship,2016,HUN,1,CAN,7,,1.0,True
2016-05-08,IIHF World Championship,2016,KAZ,4,RUS,6,,1.0,True
2016-05-08,IIHF World Championship,2016,NOR,4,SUI,3,,1.0,True
2016-05-08,IIHF World Championship,2016,SWE,5,DEN,2,,1.0,True
2016-05-09,IIHF World Championship,2016,BLR,0,CAN,8,,1.0,True
2016-05-09,IIHF World Championship,2016,FIN,3,USA,2,,1.0,True
2016-05-09,IIHF World Championship,2016,LAT,0,RUS,4,,1.0,True
2016-05-09,IIHF World Championship,2016,SWE,2,CZE,4,,1.0,True
2016-05-10,IIHF World Championship,2016,HUN,2,FRA,6,,1.0,True
2016-05-10,IIHF World Championship,2016,KAZ,2,NOR,4,,1.0,True
2016-05-10,IIHF World Championship,2016,SUI,3,DEN,2,,1.0,True
2016-05-10,IIHF World Championship,2016,SVK,1,GER,5,,1.0,True
2016-05-11,IIHF World Championship,2016,FIN,3,HUN,0,,1.0,True
2016-05-11,IIHF World Championship,2016,SUI,5,LAT,4,,1.0,True
2016-05-11,IIHF World Championship,2016,SVK,2,BLR,4,,1.0,True
2016-05-11,IIHF World Championship,2016,SWE,7,KAZ,3,,1.0,True
2016-05-12,IIHF World Championship,2016,CAN,5,GER,2,,1.0,True
2016-05-12,IIHF World Championship,2016,CZE,7,NOR,0,,1.0,True
2016-05-12,IIHF World Championship,2016,RUS,10,DEN,1,,1.0,True
2016-05-12,IIHF World Championship,2016,USA,4,FRA,0,,1.0,True
2016-05-13,IIHF World Championship,2016,CZE,3,KAZ,1,,1.0,True
2016-05-13,IIHF World Championship,2016,DEN,3,LAT,2,,1.0,True
2016-05-13,IIHF World Championship,2016,GER,5,BLR,2,,1.0,True
2016-05-13,IIHF World Championship,2016,USA,5,HUN,1,,1.0,True
2016-05-14,IIHF World Championship,2016,CAN,5,SVK,0,,1.0,True
2016-05-14,IIHF World Championship,2016,FRA,1,FIN,3,,1.0,True
2016-05-14,IIHF World Championship,2016,HUN,5,BLR,2,,1.0,True
2016-05-14,IIHF World Championship,2016,KAZ,1,LAT,2,,1.0,True
2016-05-14,IIHF World Championship,2016,NOR,2,SWE,3,,1.0,True
2016-05-14,IIHF World Championship,2016,RUS,5,SUI,1,,1.0,True
2016-05-15,IIHF World Championship,2016,DEN,2,CZE,1,,1.0,True
2016-05-15,IIHF World Championship,2016,GER,3,USA,2,,1.0,True
2016-05-15,IIHF World Championship,2016,SUI,2,SWE,3,,1.0,True
2016-05-15,IIHF World Championship,2016,SVK,0,FIN,5,,1.0,True
2016-05-16,IIHF World Championship,2016,CAN,4,FRA,0,,1.0,True
2016-05-16,IIHF World Championship,2016,DEN,4,KAZ,1,,1.0,True
2016-05-16,IIHF World Championship,2016,GER,4,HUN,2,,1.0,True
2016-05-16,IIHF World Championship,2016,RUS,3,NOR,0,,1.0,True
2016-05-17,IIHF World Championship,2016,BLR,3,FRA,0,,1.0,True
2016-05-17,IIHF World Championship,2016,CAN,0,FIN,4,,1.0,True
2016-05-17,IIHF World Championship,2016,CZE,5,SUI,4,,1.0,True
2016-05-17,IIHF World Championship,2016,LAT,1,NOR,3,,1.0,True
2016-05-17,IIHF World Championship,2016,RUS,4,SWE,1,,1.0,True
2016-05-17,IIHF World Championship,2016,USA,2,SVK,3,,1.0,True
2016-05-19,IIHF World Championship,2016,CAN,6,SWE,0,,1.0,True
2016-05-19,IIHF World Championship,2016,CZE,1,USA,2,,1.0,True
2016-05-19,IIHF World Championship,2016,FIN,5,DEN,1,,1.0,True
2016-05-19,IIHF World Championship,2016,RUS,4,GER,1,,1.0,True
2016-05-21,IIHF World Championship,2016,CAN,4,USA,3,semifinal,1.0,True
2016-05-21,IIHF World Championship,2016,FIN,3,RUS,1,semifinal,1.0,True
2016-05-22,IIHF World Championship,2016,FIN,0,CAN,2,,1.0,True
2016-05-22,IIHF World Championship,2016,RUS,7,USA,2,bronze,1.0,True
2016-09-17,World Cup of Hockey,2016,CAN,6,CZE,0,,1.5,False
2016-09-18,World Cup of Hockey,2016,RUS,1,SWE,2,,1.5,False
2016-09-20,World Cup of Hockey,2016,CAN,4,USA,2,,1.5,False
2016-09-20,World Cup of Hockey,2016,FIN,0,SWE,2,,1.5,False
2016-09-22,World Cup of Hockey,2016,CZE,4,USA,3,,1.5,False
2016-09-22,World Cup of Hockey,2016,FIN,0,RUS,3,,1.5,False
2016-09-24,World Cup of Hockey,2016,CAN,5,RUS,3,semifinal,1.5,False
2017-05-05,IIHF World Championship,2017,CZE,1,CAN,4,,1.0,True
2017-05-05,IIHF World Championship,2017,FIN,3,BLR,2,,1.0,True
2017-05-05,IIHF World Championship,2017,SWE,1,RUS,2,,1.0,True
2017-05-05,IIHF World Championship,2017,USA,1,GER,2,,1.0,True
2017-05-06,IIHF World Championship,2017,BLR,1,CZE,6,,1.0,True
2017-05-06,IIHF World Championship,2017,GER,2,SWE,7,,1.0,True
2017-05-06,IIHF World Championship,2017,LAT,3,DEN,0,,1.0,True
2017-05-06,IIHF World Championship,2017,NOR,3,FRA,2,,1.0,True
2017-05-06,IIHF World Championship,2017,SUI,5,SVN,4,,1.0,True
2017-05-06,IIHF World Championship,2017,SVK,3,ITA,2,,1.0,True
2017-05-07,IIHF World Championship,2017,FIN,1,FRA,5,,1.0,True
2017-05-07,IIHF World Championship,2017,ITA,1,RUS,10,,1.0,True
2017-05-07,IIHF World Championship,2017,LAT,3,SVK,1,,1.0,True
2017-05-07,IIHF World Championship,2017,NOR,0,SUI,3,,1.0,True
2017-05-07,IIHF World Championship,2017,SVN,2,CAN,7,,1.0,True
2017-05-07,IIHF World Championship,2017,USA,7,DEN,2,,1.0,True
2017-05-08,IIHF World Championship,2017,BLR,0,CAN,6,,1.0,True
2017-05-08,IIHF World Championship,2017,FIN,3,CZE,4,,1.0,True
2017-05-08,IIHF World Championship,2017,GER,3,RUS,6,,1.0,True
2017-05-08,IIHF World Championship,2017,USA,4,SWE,3,,1.0,True
2017-05-09,IIHF World Championship,2017,ITA,1,LAT,2,,1.0,True
2017-05-09,IIHF World Championship,2017,SUI,3,FRA,4,,1.0,True
2017-05-09,IIHF World Championship,2017,SVK,3,DEN,4,,1.0,True
2017-05-09,IIHF World Championship,2017,SVN,1,NOR,5,,1.0,True
2017-05-10,IIHF World Championship,2017,FIN,5,SVN,2,,1.0,True
2017-05-10,IIHF World Championship,2017,SUI,3,BLR,0,,1.0,True
2017-05-10,IIHF World Championship,2017,SVK,2,GER,3,,1.0,True
2017-05-10,IIHF World Championship,2017,USA,3,ITA,0,,1.0,True
2017-05-11,IIHF World Championship,2017,CAN,3,FRA,2,,1.0,True
2017-05-11,IIHF World Championship,2017,CZE,1,NOR,0,,1.0,True
2017-05-11,IIHF World Championship,2017,RUS,3,DEN,0,,1.0,True
2017-05-11,IIHF World Championship,2017,SWE,2,LAT,0,,1.0,True
2017-05-12,IIHF World Championship,2017,CZE,5,SVN,1,,1.0,True
2017-05-12,IIHF World Championship,2017,DEN,3,GER,2,,1.0,True
2017-05-12,IIHF World Championship,2017,FRA,4,BLR,3,,1.0,True
2017-05-12,IIHF World Championship,2017,SWE,8,ITA,1,,1.0,True
2017-05-13,IIHF World Championship,2017,CAN,2,SUI,3,,1.0,True
2017-05-13,IIHF World Championship,2017,ITA,1,GER,4,,1.0,True
2017-05-13,IIHF World Championship,2017,LAT,3,USA,5,,1.0,True
2017-05-13,IIHF World Championship,2017,NOR,2,FIN,3,,1.0,True
2017-05-13,IIHF World Championship,2017,RUS,6,SVK,0,,1.0,True
2017-05-13,IIHF World Championship,2017,SVN,2,BLR,5,,1.0,True
2017-05-14,IIHF World Championship,2017,DEN,2,SWE,4,,1.0,True
2017-05-14,IIHF World Championship,2017,FRA,2,CZE,5,,1.0,True
2017-05-14,IIHF World Championship,2017,SUI,2,FIN,3,,1.0,True
2017-05-14,IIHF World Championship,2017,SVK,1,USA,6,,1.0,True
2017-05-15,IIHF World Championship,2017,CAN,5,NOR,0,,1.0,True
2017-05-15,IIHF World Championship,2017,DEN,2,ITA,0,,1.0,True
2017-05-15,IIHF World Championship,2017,FRA,4,SVN,1,,1.0,True
2017-05-15,IIHF World Championship,2017,RUS,5,LAT,0,,1.0,True
2017-05-16,IIHF World Championship,2017,BLR,4,NOR,3,,1.0,True
2017-05-16,IIHF World Championship,2017,CAN,5,FIN,2,,1.0,True
2017-05-16,IIHF World Championship,2017,CZE,1,SUI,3,,1.0,True
2017-05-16,IIHF World Championship,2017,GER,4,LAT,3,,1.0,True
2017-05-16,IIHF World Championship,2017,RUS,3,USA,5,,1.0,True
2017-05-16,IIHF World Championship,2017,SWE,4,SVK,2,,1.0,True
2017-05-18,IIHF World Championship,2017,CAN,2,GER,1,,1.0,True
2017-05-18,IIHF World Championship,2017,RUS,3,CZE,0,,1.0,True
2017-05-18,IIHF World Championship,2017,SUI,1,SWE,3,,1.0,True
2017-05-18,IIHF World Championship,2017,USA,0,FIN,2,,1.0,True
2017-05-20,IIHF World Championship,2017,CAN,4,RUS,2,semifinal,1.0,True
2017-05-20,IIHF World Championship,2017,SWE,4,FIN,1,semifinal,1.0,True
2017-05-21,IIHF World Championship,2017,CAN,1,SWE,2,,1.0,True
2017-05-21,IIHF World Championship,2017,RUS,5,FIN,3,bronze,1.0,True
2018-02-14,Olympics,2018,SVK,3,RUS,2,,1.5,True
2018-02-14,Olympics,2018,USA,2,SLO,3,,1.5,True
2018-02-15,Olympics,2018,CZE,2,KOR,1,,1.5,True
2018-02-15,Olympics,2018,FIN,5,GER,2,,1.5,True
2018-02-15,Olympics,2018,NOR,0,SWE,4,,1.5,True
2018-02-15,Olympics,2018,SUI,1,CAN,5,,1.5,True
2018-02-16,Olympics,2018,FIN,5,NOR,1,,1.5,True
2018-02-16,Olympics,2018,RUS,8,SLO,2,,1.5,True
2018-02-16,Olympics,2018,SWE,1,GER,0,,1.5,True
2018-02-16,Olympics,2018,USA,2,SVK,1,,1.5,True
2018-02-17,Olympics,2018,CAN,2,CZE,3,,1.5,True
2018-02-17,Olympics,2018,KOR,0,SUI,8,,1.5,True
2018-02-17,Olympics,2018,RUS,4,USA,0,,1.5,True
2018-02-17,Olympics,2018,SLO,3,SVK,2,,1.5,True
2018-02-18,Olympics,2018,CAN,4,KOR,0,,1.5,True
2018-02-18,Olympics,2018,CZE,4,SUI,1,,1.5,True
2018-02-18,Olympics,2018,GER,2,NOR,1,,1.5,True
2018-02-18,Olympics,2018,SWE,3,FIN,1,,1.5,True
2018-02-20,Olympics,2018,FIN,5,KOR,2,,1.5,True
2018-02-20,Olympics,2018,SLO,1,NOR,2,,1.5,True
2018-02-20,Olympics,2018,SUI,1,GER,2,,1.5,True
2018-02-20,Olympics,2018,USA,5,SVK,1,,1.5,True
2018-02-21,Olympics,2018,CAN,1,FIN,0,,1.5,True
2018-02-21,Olympics,2018,CZE,3,USA,2,,1.5,True
2018-02-21,Olympics,2018,RUS,6,NOR,1,,1.5,True
2018-02-21,Olympics,2018,SWE,3,GER,4,,1.5,True
2018-02-23,Olympics,2018,CAN,3,GER,4,semifinal,1.5,True
2018-02-23,Olympics,2018,CZE,0,RUS,3,semifinal,1.5,True
2018-02-24,Olympics,2018,CZE,4,CAN,6,bronze,1.5,True
2018-02-25,Olympics,2018,RUS,4,GER,3,final,1.5,True
2018-05-04,IIHF World Championship,2018,GER,2,DEN,3,,1.0,True
2018-05-04,IIHF World Championship,2018,RUS,7,FRA,0,,1.0,True
2018-05-04,IIHF World Championship,2018,SWE,5,BLR,0,,1.0,True
2018-05-04,IIHF World Championship,2018,USA,5,CAN,4,,1.0,True
2018-05-05,IIHF World Championship,2018,CZE,3,SVK,2,,1.0,True
2018-05-05,IIHF World Championship,2018,DEN,0,USA,4,,1.0,True
2018-05-05,IIHF World Championship,2018,FIN,8,KOR,1,,1.0,True
2018-05-05,IIHF World Championship,2018,FRA,6,BLR,2,,1.0,True
2018-05-05,IIHF World Championship,2018,NOR,2,LAT,3,,1.0,True
2018-05-05,IIHF World Championship,2018,SUI,3,AUT,2,,1.0,True
2018-05-06,IIHF World Championship,2018,AUT,0,RUS,7,,1.0,True
2018-05-06,IIHF World Championship,2018,GER,4,NOR,5,,1.0,True
2018-05-06,IIHF World Championship,2018,KOR,0,CAN,10,,1.0,True
2018-05-06,IIHF World Championship,2018,LAT,1,FIN,8,,1.0,True
2018-05-06,IIHF World Championship,2018,SVK,0,SUI,2,,1.0,True
2018-05-06,IIHF World Championship,2018,SWE,3,CZE,2,,1.0,True
2018-05-07,IIHF World Championship,2018,BLR,0,RUS,6,,1.0,True
2018-05-07,IIHF World Championship,2018,CAN,7,DEN,1,,1.0,True
2018-05-07,IIHF World Championship,2018,SWE,4,FRA,0,,1.0,True
2018-05-07,IIHF World Championship,2018,USA,3,GER,0,,1.0,True
2018-05-08,IIHF World Championship,2018,AUT,2,SVK,4,,1.0,True
2018-05-08,IIHF World Championship,2018,CZE,5,SUI,4,,1.0,True
2018-05-08,IIHF World Championship,2018,FIN,7,NOR,0,,1.0,True
2018-05-08,IIHF World Championship,2018,KOR,0,LAT,5,,1.0,True
2018-05-09,IIHF World Championship,2018,FIN,2,DEN,3,,1.0,True
2018-05-09,IIHF World Championship,2018,GER,6,KOR,1,,1.0,True
2018-05-09,IIHF World Championship,2018,SUI,5,BLR,2,,1.0,True
2018-05-09,IIHF World Championship,2018,SWE,7,AUT,0,,1.0,True
2018-05-10,IIHF World Championship,2018,CZE,4,RUS,3,,1.0,True
2018-05-10,IIHF World Championship,2018,NOR,0,CAN,5,,1.0,True
2018-05-10,IIHF World Championship,2018,SVK,3,FRA,1,,1.0,True
2018-05-10,IIHF World Championship,2018,USA,3,LAT,2,,1.0,True
2018-05-11,IIHF World Championship,2018,BLR,0,CZE,3,,1.0,True
2018-05-11,IIHF World Championship,2018,DEN,3,NOR,0,,1.0,True
2018-05-11,IIHF World Championship,2018,FRA,5,AUT,2,,1.0,True
2018-05-11,IIHF World Championship,2018,USA,13,KOR,1,,1.0,True
2018-05-12,IIHF World Championship,2018,AUT,4,BLR,0,,1.0,True
2018-05-12,IIHF World Championship,2018,CAN,1,FIN,5,,1.0,True
2018-05-12,IIHF World Championship,2018,DEN,3,KOR,1,,1.0,True
2018-05-12,IIHF World Championship,2018,LAT,3,GER,1,,1.0,True
2018-05-12,IIHF World Championship,2018,RUS,4,SUI,3,,1.0,True
2018-05-12,IIHF World Championship,2018,SVK,3,SWE,4,,1.0,True
2018-05-13,IIHF World Championship,2018,FRA,0,CZE,6,,1.0,True
2018-05-13,IIHF World Championship,2018,GER,3,FIN,2,,1.0,True
2018-05-13,IIHF World Championship,2018,NOR,3,USA,9,,1.0,True
2018-05-13,IIHF World Championship,2018,SUI,3,SWE,5,,1.0,True
2018-05-14,IIHF World Championship,2018,CAN,2,LAT,1,,1.0,True
2018-05-14,IIHF World Championship,2018,CZE,4,AUT,3,,1.0,True
2018-05-14,IIHF World Championship,2018,KOR,0,NOR,3,,1.0,True
2018-05-14,IIHF World Championship,2018,RUS,4,SVK,0,,1.0,True
2018-05-15,IIHF World Championship,2018,BLR,4,SVK,7,,1.0,True
2018-05-15,IIHF World Championship,2018,CAN,3,GER,0,,1.0,True
2018-05-15,IIHF World Championship,2018,FIN,6,USA,2,,1.0,True
2018-05-15,IIHF World Championship,2018,LAT,1,DEN,0,,1.0,True
2018-05-15,IIHF World Championship,2018,RUS,1,SWE,3,,1.0,True
2018-05-15,IIHF World Championship,2018,SUI,5,FRA,1,,1.0,True
2018-05-17,IIHF World Championship,2018,FIN,2,SUI,3,,1.0,True
2018-05-17,IIHF World Championship,2018,RUS,4,CAN,5,,1.0,True
2018-05-17,IIHF World Championship,2018,SWE,3,LAT,2,,1.0,True
2018-05-17,IIHF World Championship,2018,USA,3,CZE,2,,1.0,True
2018-05-19,IIHF World Championship,2018,CAN,2,SUI,3,semifinal,1.0,True
2018-05-19,IIHF World Championship,2018,SWE,6,USA,0,semifinal,1.0,True
2018-05-20,IIHF World Championship,2018,USA,4,CAN,1,bronze,1.0,True
2019-05-10,IIHF World Championship,2019,CZE,5,SWE,2,,1.0,True
2019-05-10,IIHF World Championship,2019,FIN,3,CAN,1,,1.0,True
2019-05-10,IIHF World Championship,2019,RUS,5,NOR,2,,1.0,True
2019-05-10,IIHF World Championship,2019,USA,1,SVK,4,,1.0,True
2019-05-11,IIHF World Championship,2019,DEN,5,FRA,4,,1.0,True
2019-05-11,IIHF World Championship,2019,GER,3,GBR,1,,1.0,True
2019-05-11,IIHF World Championship,2019,LAT,5,AUT,2,,1.0,True
2019-05-11,IIHF World Championship,2019,NOR,2,CZE,7,,1.0,True
2019-05-11,IIHF World Championship,2019,SUI,9,ITA,0,,1.0,True
2019-05-11,IIHF World Championship,2019,SVK,2,FIN,4,,1.0,True
2019-05-12,IIHF World Championship,2019,DEN,1,GER,2,,1.0,True
2019-05-12,IIHF World Championship,2019,GBR,0,CAN,8,,1.0,True
2019-05-12,IIHF World Championship,2019,ITA,0,SWE,8,,1.0,True
2019-05-12,IIHF World Championship,2019,LAT,1,SUI,3,,1.0,True
2019-05-12,IIHF World Championship,2019,RUS,5,AUT,0,,1.0,True
2019-05-12,IIHF World Championship,2019,USA,7,FRA,1,,1.0,True
2019-05-13,IIHF World Championship,2019,NOR,1,SWE,9,,1.0,True
2019-05-13,IIHF World Championship,2019,RUS,3,CZE,0,,1.0,True
2019-05-13,IIHF World Championship,2019,SVK,5,CAN,6,,1.0,True
2019-05-13,IIHF World Championship,2019,USA,3,FIN,2,,1.0,True
2019-05-14,IIHF World Championship,2019,GBR,0,DEN,9,,1.0,True
2019-05-14,IIHF World Championship,2019,GER,4,FRA,1,,1.0,True
2019-05-14,IIHF World Championship,2019,ITA,0,LAT,3,,1.0,True
2019-05-14,IIHF World Championship,2019,SUI,4,AUT,0,,1.0,True
2019-05-15,IIHF World Championship,2019,GER,3,SVK,2,,1.0,True
2019-05-15,IIHF World Championship,2019,RUS,10,ITA,0,,1.0,True
2019-05-15,IIHF World Championship,2019,SUI,4,NOR,1,,1.0,True
2019-05-15,IIHF World Championship,2019,USA,6,GBR,3,,1.0,True
2019-05-16,IIHF World Championship,2019,CAN,5,FRA,2,,1.0,True
2019-05-16,IIHF World Championship,2019,CZE,6,LAT,3,,1.0,True
2019-05-16,IIHF World Championship,2019,FIN,3,DEN,1,,1.0,True
2019-05-16,IIHF World Championship,2019,SWE,9,AUT,1,,1.0,True
2019-05-17,IIHF World Championship,2019,AUT,3,NOR,5,,1.0,True
2019-05-17,IIHF World Championship,2019,CZE,8,ITA,0,,1.0,True
2019-05-17,IIHF World Championship,2019,FIN,5,GBR,0,,1.0,True
2019-05-17,IIHF World Championship,2019,FRA,3,SVK,6,,1.0,True
2019-05-18,IIHF World Championship,2019,CAN,8,GER,1,,1.0,True
2019-05-18,IIHF World Championship,2019,DEN,1,USA,7,,1.0,True
2019-05-18,IIHF World Championship,2019,GBR,1,SVK,7,,1.0,True
2019-05-18,IIHF World Championship,2019,ITA,1,NOR,7,,1.0,True
2019-05-18,IIHF World Championship,2019,LAT,1,RUS,3,,1.0,True
2019-05-18,IIHF World Championship,2019,SWE,4,SUI,3,,1.0,True
2019-05-19,IIHF World Championship,2019,AUT,0,CZE,8,,1.0,True
2019-05-19,IIHF World Championship,2019,FRA,0,FIN,3,,1.0,True
2019-05-19,IIHF World Championship,2019,GER,1,USA,3,,1.0,True
2019-05-19,IIHF World Championship,2019,SUI,0,RUS,3,,1.0,True
2019-05-20,IIHF World Championship,2019,AUT,3,ITA,4,,1.0,True
2019-05-20,IIHF World Championship,2019,CAN,5,DEN,0,,1.0,True
2019-05-20,IIHF World Championship,2019,FRA,3,GBR,4,,1.0,True
2019-05-20,IIHF World Championship,2019,SWE,5,LAT,4,,1.0,True
2019-05-21,IIHF World Championship,2019,CAN,3,USA,0,,1.0,True
2019-05-21,IIHF World Championship,2019,CZE,5,SUI,4,,1.0,True
2019-05-21,IIHF World Championship,2019,FIN,2,GER,4,,1.0,True
2019-05-21,IIHF World Championship,2019,NOR,1,LAT,4,,1.0,True
2019-05-21,IIHF World Championship,2019,SVK,2,DEN,1,,1.0,True
2019-05-21,IIHF World Championship,2019,SWE,4,RUS,7,,1.0,True
2019-05-23,IIHF World Championship,2019,CAN,3,SUI,2,,1.0,True
2019-05-23,IIHF World Championship,2019,CZE,5,GER,1,,1.0,True
2019-05-23,IIHF World Championship,2019,FIN,5,SWE,4,,1.0,True
2019-05-23,IIHF World Championship,2019,RUS,4,USA,3,,1.0,True
2019-05-25,IIHF World Championship,2019,CAN,5,CZE,1,semifinal,1.0,True
2019-05-25,IIHF World Championship,2019,RUS,0,FIN,1,semifinal,1.0,True
2019-05-26,IIHF World Championship,2019,CAN,1,FIN,3,,1.0,True
2019-05-26,IIHF World Championship,2019,RUS,3,CZE,2,bronze,1.0,True
2021-05-21,IIHF World Championship,2021,BLR,2,SVK,5,,1.0,True
2021-05-21,IIHF World Championship,2021,CAN,0,LAT,2,,1.0,True
2021-05-21,IIHF World Championship,2021,GER,9,ITA,4,,1.0,True
2021-05-21,IIHF World Championship,2021,RUSSIA,4,CZE,3,,1.0,True
2021-05-22,IIHF World Championship,2021,CZE,2,SUI,5,,1.0,True
2021-05-22,IIHF World Championship,2021,DEN,4,SWE,3,,1.0,True
2021-05-22,IIHF World Championship,2021,FIN,2,USA,1,,1.0,True
2021-05-22,IIHF World Championship,2021,GBR,1,RUSSIA,7,,1.0,True
2021-05-22,IIHF World Championship,2021,LAT,2,KAZ,3,,1.0,True
2021-05-22,IIHF World Championship,2021,NOR,1,GER,5,,1.0,True
2021-05-23,IIHF World Championship,2021,CAN,1,USA,5,,1.0,True
2021-05-23,IIHF World Championship,2021,DEN,0,SUI,1,,1.0,True
2021-05-23,IIHF World Championship,2021,GBR,1,SVK,2,,1.0,True
2021-05-23,IIHF World Championship,2021,KAZ,2,FIN,1,,1.0,True
2021-05-23,IIHF World Championship,2021,NOR,4,ITA,1,,1.0,True
2021-05-23,IIHF World Championship,2021,SWE,0,BLR,1,,1.0,True
2021-05-24,IIHF World Championship,2021,CZE,3,BLR,2,,1.0,True
2021-05-24,IIHF World Championship,2021,GER,3,CAN,1,,1.0,True
